0.8388171657,0.9077499895,0.6575558686,0.6724824016,0.5651936552,0.698870071,0.846342586,0.8711809623,0.5224638348,0.3151144173,0.7551456098,0.4206749354,0.4055509188,0.4547143083,0.6150445179,0.2634762009,0.6119578958,0.8230892506,0.9871425466,0.2882389219,0.8428890505,0.9847429742,0.6884197623,0.2200926617,0.5018266747,0.6885124838,0.3885378381,0.3156462221,0.2510551035,0.2752985354,0.881524418,0.7696175384,0.4556313436,0.9129281261,0.7729084289,0.028254552,0.1228140031,0.4121104507,0.0178240447,0.5795787871,0.8802244638,0.854520238,0.3128888593,0.2310665119,0.7039927999,0.820565165,0.4456010011,0.0648117203,0.1067157111,0.1093719525,0.5261910073,0.8020207747,0.5885932222,0.9198605951,0.3404108908,0.1925513307,0.8178376011,0.8384594799,0.9338106622,0.3440456637,0.3415555765,0.1963804802,0.0539392927,0.3430523882,0.424527697,0.2966766006,0.0988033547,0.1783377072,0.5046528487,0.457023164,0.3486251149,0.9256451754,0.8890414725,0.8990887315,0.4302416646,0.2982309854,0.4987071627,0.9205279863,0.0798976237,0.1240330001,0.118829408,0.3615285102,0.6260242495,0.8592344366,0.9058899821,0.8925403289,0.5114210066,0.8645259561,0.0782176973,0.1339067703,0.0316819691,0.2076077797,0.4545248409,0.4735686732,0.4070896935
0.1364821063,0.4320931192,0.396354845,0.5714543285,0.746174464,0.9805789245,0.625973478,0.3920848232,0.8971298314,0.8989987157,0.054677384,0.1652620968,0.4713122821,0.9457395142,0.9146580508,0.2699117637,0.6789845626,0.9286286982,0.861013216,0.5959427387,0.776746436,0.8003747682,0.9710035922,0.6167658546,0.2040346323,0.0137934813,0.1382387602,0.2041267385,0.8671263717,0.8087358298,0.974053931,0.2697572655,0.2114537125,0.1540173802,0.311337088,0.0714382103,0.0421414373,0.0027596017,0.2902627124,0.5496081593,0.6135469105,0.4041480359,0.0004119852,0.1300236697,0.2322449263,0.2914273681,0.3129491245,0.6301245356,0.6486666221,0.6661426413,0.7135728472,0.1680874287,0.2429852784,0.3072917634,0.1753485457,0.605616909,0.9096159956,0.5692345523,0.9180382558,0.5718827967,0.3241394081,0.7213102349,0.6574748335,0.4089761428,0.8172502422,0.8317290284,0.281660937,0.4691933929,0.6403745627,0.774775147,0.5870819881,0.4371983588,0.3787646864,0.3316108228,0.983385528,0.6834392692,0.5297016581,0.5785778924,0.0218700981,0.1038042661,0.2484821959,0.788673725,0.6233008394,0.8649972084,0.4590733086,0.5663714961,0.653137052,0.6666022851,0.8672766087,0.5714540686,0.7782221974,0.1766301326,0.4295851358,0.2036999331,0.0229256598
0.4799187509,0.0026145112,0.289054099,0.3115996928,0.2757493011,0.0455968594,0.4971722597,0.6014354397,0.7091934688,0.6103971016,0.4509459555,0.0954615641,0.3714063114,0.0208073687,0.1825977804,0.1829280583,0.2481709053,0.3567868245,0.2770604971,0.1119474585,0.3974236613,0.4981209903,0.5506426103,0.7258369443,0.2255722717,0.247698077,0.3429129624,0.3563077368,0.5343091951,0.0619539854,0.6649464457,0.2214903701,0.0727089234,0.2914782516,0.6683147955,0.6351182708,0.139705756,0.3733047342,0.6739574494,0.4420539853,0.3440662064,0.4889103549,0.6426318942,0.5537611032,0.7622091272,0.879232479,0.9650179704,0.6078066926,0.9016274104,0.5197587432,0.3279585664,0.4157851965,0.4051551851,0.1103854459,0.065479774,0.3335525962,0.3412883764,0.96441081,0.3548789471,0.0267489792,0.1343649251,0.0531326814,0.3451835599,0.5715969799,0.7782180882,0.5707771732,0.8806407016,0.8855170384,0.8822507949,0.774613942,0.8832723838,0.8558226051,0.971763636,0.9191167657,0.9948567457,0.2304483855,0.0787679853,0.5095633238,0.3416261522,0.8832495045,0.8015886941,0.7588862251,0.4382005723,0.5520416442,0.6274286103,0.7048034279,0.9318601489,0.5639297636,0.5533646273,0.0215197785,0.0526712458,0.369403308,0.9466230625,0.8268672326,0.1132565115
0.2384977173,0.0895097912,0.3426661815,0.4869954393,0.5221940065,0.7951858498,0.8391467009,0.9531415806,0.9815743843,0.4198398448,0.2642910744,0.2986907344,0.1979885506,0.3420084741,0.6127034642,0.5797346574,0.6782364044,0.8442515871,0.4884361867,0.5862069589,0.4099589202,0.5225093188,0.2943068291,0.5205709885,0.5683656107,0.6524317451,0.6468168385,0.6016354309,0.4311691553,0.0166006058,0.5255533389,0.4826133589,0.7139954306,0.521326188,0.1352810746,0.0701053429,0.5504852929,0.8474196896,0.9150338646,0.5236690191,0.3482057441,0.650178527,0.5804271956,0.8566014478,0.9851679755,0.602916606,0.7335161255,0.7869175728,0.7960959494,0.7408536505,0.6918056842,0.3034895805,0.0698220814,0.7082765126,0.4645921965,0.7499781791,0.599162658,0.9035941293,0.8360039373,0.6448063524,0.2729476672,0.2189513131,0.3590271047,0.6164084396,0.4963820633,0.8393548902,0.8878678971,0.8368105579,0.6461965987,0.2984093106,0.0823261838,0.0994248167,0.2031578252,0.0042665859,0.635299254,0.9653383133,0.7617169886,0.853365669,0.8441858042,0.8523997155,0.9748487496,0.9133424459,0.0180860034,0.0372804443,0.5744707589,0.824781368,0.6282735667,0.9317542138,0.316430311,0.7279960839,0.431764744,0.9466677061,0.8346138091,0.0187254895,0.0595494898
0.4663620756,0.5947030748,0.735598034,0.4775023872,0.4378249655,0.1397608693,0.3068169253,0.770996416,0.5563342839,0.6350530866,0.8283100915,0.2788115323,0.4606740323,0.7937449601,0.8916521862,0.5862900496,0.3524659297,0.4480200079,0.1010104909,0.6042261869,0.6136171464,0.9377638448,0.9601214684,0.8367793064,0.5403658459,0.5721963979,0.050043246,0.0541839264,0.1325829083,0.0552899269,0.0988328601,0.0353555037,0.4136272869,0.4407876278,0.0387802171,0.6967800062,0.2804336366,0.3892987373,0.9197866137,0.9723255776,0.4025476205,0.6188233616,0.137963817,0.3806099414,0.7741575981,0.6887750032,0.3626475965,0.092653207,0.0602540607,0.3391118618,0.6183597543,0.9860510826,0.8402687956,0.2688746261,0.7703515876,0.6398792497,0.1447342797,0.1700148839,0.1613298371,0.5561699332,0.6711258776,0.8006191747,0.9731715883,0.9064820241,0.9118083513,0.1016923494,0.1511791535,0.3467527421,0.5558193363,0.137325705,0.0899505806,0.084190401,0.5274626382,0.9933400413,0.6531814036,0.7675194289,0.3171510384,0.3443836127,0.4243801183,0.2310217335,0.3467403881,0.0261499903,0.0320394312,0.8196993419,0.959768641,0.7812682716,0.5541945247,0.9505238826,0.75536058,0.0586381173,0.2677046012,0.5778134177,0.9288665527,0.9195016758,0.6362567137
0.9062746966,0.3908755113,0.5045743615,0.9164486346,0.8194198459,0.3241800412,0.4816414819,0.6097272439,0.0713219026,0.0328178373,0.223510352,0.6672921698,0.049007501,0.3083716126,0.6991938276,0.4672098223,0.4175359013,0.4020901104,0.1528476805,0.142084186,0.618401105,0.2237670419,0.4500427921,0.1540487621,0.4544487707,0.5310008621,0.4296201875,0.1984242324,0.8089921577,0.892855708,0.6508638505,0.6592698437,0.6085809779,0.7930471839,0.963523373,0.5575739208,0.7809658491,0.7227104134,0.2294734127,0.2717989271,0.0707890084,0.0578850447,0.2314504415,0.5928464734,0.221459226,0.4133171246,0.4523541965,0.9606048977,0.2226446243,0.0028075953,0.4441880668,0.811430176,0.3354319879,0.0237055849,0.1227464885,0.6524495517,0.3018523038,0.132838255,0.5291365855,0.2290718714,0.1920286461,0.1781299959,0.4342044094,0.2086017593,0.1251735953,0.1664390361,0.4900724548,0.8247002836,0.9540559528,0.6283994599,0.4216361723,0.1947704956,0.3095293422,0.4352416396,0.3883063595,0.3075941389,0.0237995756,0.5192656252,0.1499679482,0.7051352428,0.980806995,0.5547327094,0.644197884,0.898486367,0.2756587812,0.1225916434,0.0848464628,0.3522037256,0.347361298,0.9531326911,0.898930476,0.0970556501,0.4351063485,0.8571429818,0.9726292873
0.4208839582,0.4300760792,0.8613117822,0.9492834241,0.9939043745,0.775666364,0.4831889549,0.7145615744,0.2125106251,0.0126068741,0.1298808553,0.3434148862,0.2206144268,0.187352092,0.0189104066,0.080602536,0.1792715134,0.2227168463,0.6960779889,0.8916512339,0.9995212748,0.5178327884,0.3176385122,0.6498622778,0.6729314788,0.7229285543,0.345122671,0.0250705692,0.0207893562,0.1779383565,0.2338294291,0.353571401,0.4746065491,0.0436312037,0.9989045323,0.7920646651,0.2659979197,0.0823643117,0.8107669519,0.5555922589,0.4323114296,0.5133853329,0.8355781548,0.9817272502,0.9594799276,0.2096730166,0.8315759124,0.7677053681,0.6293168124,0.960179477,0.9521278252,0.8663225044,0.6599390127,0.8256167008,0.5205157003,0.3873959626,0.099113002,0.1598179096,0.5243252728,0.9282897986,0.9847723125,0.7198325882,0.8762438702,0.4203445734,0.197837363,0.4647109068,0.0318818716,0.0045151478,0.308410791,0.5461248355,0.7098363717,0.197197289,0.3529808447,0.1152188873,0.1402938201,0.6924150391,0.0443539715,0.185445297,0.0063868321,0.2808026674,0.8104938813,0.9817490079,0.9043700611,0.1709367305,0.600084608,0.6541427528,0.8025955942,0.4879531753,0.3612118561,0.0044936405,0.6820745938,0.7435922381,0.9852763484,0.3744551714,0.7938820911
0.3348238321,0.7985376937,0.4800161212,0.6293117281,0.6830710778,0.2818728597,0.0969417307,0.1160440147,0.1480482116,0.241286241,0.2604089139,0.0740241061,0.3982665876,0.3742751647,0.3557041166,0.3562635374,0.1613251416,0.9097683944,0.4963547946,0.2421388722,0.3088165568,0.7737288568,0.838552434,0.7769251992,0.3261969602,0.000495126,0.1977294656,0.7238296149,0.8863127856,0.3100156954,0.0892872764,0.436869621,0.292314003,0.427299859,0.7815348876,0.2359915052,0.298301694,0.1009865988,0.0432619962,0.3360244967,0.6897193373,0.2389063821,0.4364159855,0.1295446528,0.91630221,0.957744383,0.9329826231,0.6998878354,0.1585741518,0.0011569441,0.8732638541,0.8862902296,0.8290719741,0.9210235528,0.9107131669,0.5802860647,0.7157748309,0.4130107886,0.4828936367,0.5810755563,0.1614348944,0.1179410296,0.2760597568,0.8948867193,0.5896041181,0.9494037239,0.8077674264,0.884413745,0.4590702637,0.6290144261,0.3002220623,0.0131601745,0.4748782762,0.2112134718,0.6457678822,0.8496702148,0.5814086327,0.5822290222,0.0544571383,0.0463657393,0.5152652094,0.2789447492,0.0603610063,0.7851813065,0.1470206154,0.6452744922,0.9625724328,0.5494414377,0.3602321688,0.3042482608,0.0829702984,0.3853738827,0.4255769632,0.875519905,0.7995854067
0.8306409363,0.8904729316,0.6199648262,0.6399673508,0.3232238251,0.3282337203,0.471450194,0.5569187303,0.419242841,0.9099128749,0.4509209294,0.8008388376,0.2848864521,0.3195112653,0.4133461833,0.1650829266,0.0325717267,0.515804393,0.9487254294,0.9141136212,0.9977447563,0.8390838229,0.2422600039,0.3612682265,0.0006049571,0.0878364597,0.7691076987,0.961200336,0.5997092358,0.2017548054,0.5229845245,0.8277333626,0.499244977,0.3126303968,0.5330035624,0.3835903639,0.3300980949,0.6644274299,0.7978945547,0.784448998,0.5829635244,0.8747989351,0.8529792407,0.9865714549,0.4661732269,0.9439672786,0.8939477389,0.3214365442,0.0590938765,0.3304823071,0.3312383853,0.5369619636,0.8489079049,0.9023605194,0.3086285722,0.6528307719,0.4402622741,0.7449023162,0.3055125328,0.9203391811,0.8217018505,0.1266158056,0.3432373668,0.6232050471,0.9804947178,0.8444418716,0.3133105175,0.4597267639,0.6020569627,0.8314084744,0.0412479092,0.5330705552,0.6753026319,0.8549226399,0.9934952594,0.5578638206,0.445505799,0.9677582649,0.9896960438,0.5510627581,0.1348841912,0.3755676018,0.8968361241,0.110822662,0.2172073822,0.0311187869,0.0092621278,0.4766290365,0.4293788406,0.6566539363,0.6590584747,0.1248149215,0.6261616247,0.7737393216,0.1263022048
0.3769098755,0.2861316255,0.6850780633,0.593918693,0.4485261776,0.0066023781,0.8721628722,0.3222309544,0.3626858904,0.2155758678,0.1114981992,0.2481855215,0.726652636,0.5453788533,0.284826041,0.2777620724,0.5620443875,0.5740124418,0.4584246706,0.5865516246,0.0833383871,0.427258495,0.367322637,0.2175804977,0.1400892988,0.1282452627,0.5266969486,0.3195879997,0.350930176,0.5056745324,0.3969325568,0.5939643774,0.9197869035,0.5823236345,0.9846774945,0.586748274,0.8877404116,0.2107361502,0.1593627764,0.4034151754,0.0102847929,0.2651028461,0.5266192816,0.7119748795,0.9024061249,0.7347539475,0.4622606013,0.5552178565,0.2707869876,0.7454185414,0.5459305835,0.7083942147,0.7241321192,0.3272548968,0.1965549726,0.6282400282,0.3698208025,0.8482750314,0.9474154681,0.7755723635,0.2514594255,0.4112870288,0.653400898,0.6309828965,0.8352233325,0.9329190536,0.9616415279,0.9879524473,0.4371882367,0.6333334036,0.9905627205,0.44086297,0.3843396951,0.635162482,0.8754364033,0.3860094489,0.109785534,0.1626779875,0.629868059,0.239797682,0.1661836731,0.014579636,0.2419805233,0.0248045989,0.1076953197,0.8091664684,0.8321211475,0.9358493551,0.4938297882,0.1472090434,0.0927957518,0.6310696863,0.7222647446,0.9409907009,0.9680573472
